theta,phi,radius, strengths
1.5707963267948966,0.3490658503988659,250,7007
1.5707963267948966,0.3839724354387525,73,4040
1.5707963267948966,0.41887902047863906,72,4556
1.5707963267948966,0.4537856055185257,70,5576
1.5707963267948966,0.4886921905584123,69,5677
1.5707963267948966,0.5235987755982988,67,5801
1.5707963267948966,0.5585053606381855,65,5999
1.5707963267948966,0.5934119456780721,65,6357
1.5707963267948966,0.6283185307179586,63,7085
1.5707963267948966,0.6632251157578452,59,7697
1.5707963267948966,0.6981317007977318,54,8504
1.5707963267948966,0.7330382858376184,51,9183
1.5707963267948966,0.767944870877505,49,10633
1.5707963267948966,0.8028514559173915,49,10382
1.5707963267948966,0.8377580409572781,47,11271
1.5707963267948966,0.8726646259971648,47,12217
1.5707963267948966,0.9075712110370514,46,13132
1.5707963267948966,0.9424777960769379,44,13964
1.5707963267948966,0.9773843811168246,43,14566
1.5707963267948966,1.0122909661567112,43,14490
1.5707963267948966,1.0471975511965976,43,14359
1.5707963267948966,1.0821041362364843,42,14697
1.5707963267948966,1.117010721276371,41,15952
1.5707963267948966,1.1519173063162575,41,17159
1.5707963267948966,1.1868238913561442,41,16332
1.5707963267948966,1.2217304763960306,40,15612
1.5707963267948966,1.2566370614359172,39,17291
1.5707963267948966,1.2915436464758039,40,2860
1.5707963267948966,1.3264502315156903,39,3239
1.5707963267948966,1.361356816555577,38,3396
1.5707963267948966,1.3962634015954636,39,3296
1.5707963267948966,1.43116998663535,39,3264
1.5707963267948966,1.4660765716752369,38,3527
1.5707963267948966,1.5009831567151233,39,3436
1.5707963267948966,1.53588974175501,38,3694
1.5707963267948966,1.5707963267948966,38,3668
1.5707963267948966,1.605702911834783,38,3508
1.5707963267948966,1.6406094968746698,39,2527
1.5707963267948966,1.6755160819145563,39,2480
1.5707963267948966,1.710422666954443,42,2222
1.5707963267948966,1.7453292519943295,42,2135
1.5707963267948966,1.780235837034216,42,2329
1.5707963267948966,1.8151424220741028,42,2329
1.5707963267948966,1.8500490071139892,42,2262
1.5707963267948966,1.8849555921538759,41,2339
1.5707963267948966,1.9198621771937625,41,2294
1.5707963267948966,1.9547687622336491,41,2196
1.5707963267948966,1.9896753472735356,42,2455
1.5707963267948966,2.0245819323134224,42,2601
1.5707963267948966,2.0594885173533086,42,2422
1.5707963267948966,2.0943951023931953,43,2158
1.5707963267948966,2.129301687433082,44,2121
1.5707963267948966,2.1642082724729685,42,2116
1.5707963267948966,2.199114857512855,42,2153
1.5707963267948966,2.234021442552742,42,2277
1.5707963267948966,2.2689280275926285,41,2417
1.5707963267948966,2.303834612632515,40,2482
1.5707963267948966,2.3387411976724013,40,2651
1.5707963267948966,2.3736477827122884,39,2809
1.5707963267948966,2.4085543677521746,38,2776
1.5707963267948966,2.443460952792061,38,3082
1.5707963267948966,2.478367537831948,37,3033
1.5707963267948966,2.5132741228718345,36,3183
1.5707963267948966,2.548180707911721,36,3723
1.5707963267948966,2.5830872929516078,36,3766
1.5707963267948966,2.6179938779914944,36,4014
1.5707963267948966,2.6529004630313806,36,4155
1.5707963267948966,2.6878070480712677,35,4325
1.5707963267948966,2.722713633111154,35,4238
1.5707963267948966,2.7576202181510405,35,4453
1.5707963267948966,2.792526803190927,35,4583
1.5707963267948966,2.827433388230814,36,3862
1.5707963267948966,2.8623399732707,34,3980
1.5707963267948966,2.897246558310587,35,3726
1.5707963267948966,2.9321531433504737,35,3827
1.5707963267948966,2.9670597283903604,35,3509
1.5707963267948966,3.0019663134302466,35,3931
1.5707963267948966,3.036872898470133,36,2585
1.5707963267948966,3.07177948351002,33,2981
1.5707963267948966,3.106686068549907,33,3985
1.5707963267948966,3.141592653589793,33,4699
1.53588974175501,3.141592653589793,43,2530
1.53588974175501,3.106686068549907,43,2295
1.53588974175501,3.07177948351002,45,2172
1.53588974175501,3.036872898470133,46,2125
1.53588974175501,3.0019663134302466,46,2346
1.53588974175501,2.9670597283903604,45,2226
1.53588974175501,2.9321531433504737,45,2157
1.53588974175501,2.897246558310587,45,2157
1.53588974175501,2.8623399732707,45,2184
1.53588974175501,2.827433388230814,44,2691
1.53588974175501,2.792526803190927,43,3001
1.53588974175501,2.7576202181510405,43,2711
1.53588974175501,2.722713633111154,41,3112
1.53588974175501,2.6878070480712677,42,3163
1.53588974175501,2.6529004630313806,41,3120
1.53588974175501,2.6179938779914944,42,2867
1.53588974175501,2.5830872929516078,41,2901
1.53588974175501,2.548180707911721,42,2648
1.53588974175501,2.5132741228718345,43,2037
1.53588974175501,2.478367537831948,44,1952
1.53588974175501,2.443460952792061,48,1848
1.53588974175501,2.4085543677521746,49,1712
1.53588974175501,2.3736477827122884,49,1667
1.53588974175501,2.3387411976724013,48,4370
1.53588974175501,2.303834612632515,49,4207
1.53588974175501,2.2689280275926285,49,4148
1.53588974175501,2.234021442552742,49,4007
1.53588974175501,2.199114857512855,49,4119
1.53588974175501,2.1642082724729685,50,4311
1.53588974175501,2.129301687433082,51,4213
